Name,Comment,Time,Likes
savannah silbernagel,"Gap needs to have younger people picking out the clothing to sell. All I see in the stores are pieces that are 3-4 seasons behind trend. That, or clothes that women named Nancy wear to the park on Thursday afternoons. If they are trying to get the millennial attention, they will have to be smarter with what they choose, and how they market it. Madewell is doing particularly well, and they offer the same style of clothing as Gap. The difference? Everything is up to date with trend, even if its just simple basics. If they don't like that, they should market their clothing as 90's inspired, since that is what is cool now.",2019-03-27T20:07:52Z,0
Petros Georgiadis,"Everything at the GAP is dated. All their tees are very boxy in fit. Their shirts too baggy, even if it's labeled ""slim fit"". I do think their knit sweaters during the fall/winter is the only area where they excel.",2019-03-27T19:54:17Z,15
kombucha.,But ppl still want to blame amazon..all the stores closing are dated in so many ways,2019-11-28T11:02:07Z,0
Wendy F,"I miss the casual 80’s. Great time to be a teen, especially if you refused to wear short-shorts. I wore Bermuda “Jam” shorts (Hawaiian print) and loved them.",2019-03-27T16:35:35Z,5
SoCal Indi,Loved my Dolphins!,2019-12-05T12:43:39Z,0
Wendy F,"Can someone tell me WHY the men’s clothes are better quality? I’ll buy a men’s sweatshirt at GAP and they always feel more sturdy. Same with flannel shirts. Oops, there goes my secret👍",2019-03-27T16:30:48Z,1
pricila,gap has some good clothing styles but its expensive,2019-03-27T12:28:39Z,0
Aaron Bays,"I remember shopping at the GAP with my mom back in the late 90's, 8th grade, freshman, sophomore, junior years of high school, but only when stuff was on sale.  We also shopped at Old Navy and Castner Knott at the Cool Springs Galleria just to sound extra fancy.  So fancy lol",2019-03-27T11:16:51Z,1
Eric Spencer,"Other than shoes, I haven't shopped in a physical store for clothing in a decade. I think the last time I stepped into a Gap was in the late 90s, and even back then I thought their selection boring and too limited.",2019-03-27T10:27:46Z,2
ell diavolo,2:08 what's he's got in his pocket?,2019-03-27T06:10:36Z,1
Stranded NYer,Haha...thought I was the only one that saw that.,2019-03-30T02:40:33Z,0
fanman12,"As a former employee, I can tell you that it’s bad management who mistreat employees, paying them low wages, being inflexible with schedule leading to a high turn over rate.  They spend so much money on training new and new employees, that they should have spent on paying them better and treating them better to keep the good ones.",2019-03-27T05:22:11Z,0
C C L Granville,I love their jeans. It fit all body types,2019-03-27T05:02:42Z,5
Jamil Gotcher,"Yes, it's good for tall women, like my daughter and I. And I used to be skinny like her but now I can still wear Gap because I've gained so much. I'm glad they are sticking with their loyal customer and making larger sizes.",2020-12-16T05:43:31Z,0
Sierra Lamb,If they stop putting their ugly logo on all the clothes maybe I’ll stop by,2019-03-27T04:16:20Z,0
Sierra Lamb,& it’s also funny bc PINK is starting to through this lolllll idk idk 😂💀,2019-03-27T04:20:53Z,0
Sierra Lamb,I’m writing this wearing a sweatshirt with PINK front & center. That’s so funny maybe they are just a wack brand lol,2019-03-27T04:19:03Z,0
Arko Talukder,Gap labels hasnt any distinctive values anymore plus their constant assumption that ppl will be fooled by the fake discounts made them pay for it.,2019-03-27T03:56:04Z,0
Dimitrua Jackson,"The quality of Gap went WAY down, but the price went up.  Nope.",2019-03-27T02:59:57Z,290
Ashton ASMR,I agree. $60 for a plan hoodie is ridiculous.,2020-11-30T18:51:40Z,3
Erik Emerölduson,"Everyone: Where they shop now and other jokes
Me: 2:08, that guy is NOT wearing underpants.",2019-03-27T02:42:53Z,1
"Uzoma Olumba, GRI",I like banana republic but what do I know...,2019-03-27T02:09:16Z,0
"Uzoma Olumba, GRI",Good one! You can also find it on their sales rack for that price...shop the sales...,2019-03-27T20:33:44Z,0
GApeech08,"I do too, especially when I find a pair of $80 BR dress pants at Goodwill for $7.",2019-03-27T09:57:20Z,0
Gabe Play,I shopped there once at 17 🤷🏻‍♂️ 11 year later I don’t even remember what I got,2019-03-26T22:03:59Z,1
"Lipton T ,",Damn,2019-03-26T19:59:15Z,0
THE PANDA,"Gap generated over 16 billion dollars in revenue at the end of 2018. I don't see any fall with a company that has seen growth in equity, assets, net and operating income. Those are good problems to have, the restructuring came late, but is a smart move.",2019-03-26T15:51:07Z,0
Alessandro Neiva,2:08 Thats a BULDGE! Daaaaaaamn! 😈,2019-03-26T15:24:00Z,7
Live Live,Lesson gap is expensive very expensive !!!!!,2019-03-26T14:47:07Z,0
Sabina,GAP supplies their clothes from SWEAT FACTORIES! Watch Kristen Leo video,2019-03-26T09:20:04Z,0
nelsonta00,"I used to like Brand Name clothes, but I've always hated the designers putting a giant emblem of the company's logo on the design.  Now I just avoid them clothes with big ass ""GAP"" ""OLD NAVY"" ""AF"" logo on them.  I want the style to speak for itself; not the giant logo across my chest!!!  I get it, its your brand... just put it on a tag slightly noticeable k thx bye.",2019-03-26T06:16:35Z,0
shopgirl62173,"I just hope they don’t close down the Gaps in Miami, I get all my jeans from there. Gap jeans fit my body type.  Personally I think that Old Navy is extremely low low quality and juvenile looking  and their jeans don’t fit me right.",2019-03-26T03:00:52Z,0
Bryant E. Alberto,I just saw that dudes print by mistake at 2:07,2019-03-25T20:32:01Z,1
sparkly yy,"Older ppl shop at gap now
...youths dont ....",2019-03-25T18:57:02Z,0
sparkly yy,There clothes are poor quality and expensive.  Also the sizes are way too big for me...and I'm not even that skinny,2019-03-25T18:53:44Z,0
Bla484,GAP clothes are kinda ugly,2019-03-25T18:11:30Z,0
jason Shores,Hello 2:08-2:11 boy was packing.,2019-03-25T17:14:28Z,0
Xani,"I used to work for Gap, once upon a time it was so in. Now I look at the brand and wonder what is the point?  Basic clothes that are overpriced that you can get cheaper either online or at Walmart.",2019-03-25T15:54:56Z,0
mrblf652,In the 90's and early 2000's I would shop at the Gap all the time. Now I can't remember the last time I was in a Gap store.,2019-03-25T15:39:23Z,0
Matt McDuffie,"Maybe don't put ""gap"" on every single sweater and jacket",2019-03-25T12:20:15Z,1460
t r,"@8BitGamer4life true but i would say they have a large selection of non logo clothing, alot of my basics i buy from the GAP and since their popularity is low they have plenty of rebates",2021-01-10T02:34:33Z,1
Ashton ASMR,@Carolyn Savage anything is better than Justice. 😂,2020-11-30T18:50:55Z,1
iBOXR,It’s very annoying and dated,2020-10-23T18:04:05Z,2
La_ R0sa,True,2020-10-11T01:55:44Z,0
8BitGamer4life,Big logo is okay for some brands but not from Gap. It's pure cringe.,2020-09-13T01:36:01Z,5
macy m,I don't want to be a walking billboard,2020-08-02T05:50:58Z,7
king_big_pp,"That used to be a point of pride, loudly proclaiming to the world that you're wearing the Gap brand. But times change.
That sort of thing still happens though, just look at Supreme.",2020-05-19T00:02:30Z,11
Chris Kalogeropouls,"trappers delight, GAP stands for ""Greek And Proud"".  That's how I tolerate GAP splattered on my sweaters.",2020-05-17T23:19:16Z,5
Carolyn Savage,Its better than Justice,2020-03-31T15:58:03Z,4
Gigi Balfour,"They have some nice stuff, but I don’t want a huge GAP logo across my chest, maybe they could make a smaller logo on the upper chest",2019-12-02T06:40:13Z,72
cheftalks,Exactly,2019-11-06T21:59:12Z,23
MsBockel,"The female narrator sounds like a computer/flat & monotone , it’s distracting.",2019-03-25T12:17:49Z,2
pixyuniverse,_Fine example of closing the GAP_,2019-03-25T11:22:38Z,0
Galaxy475,I am a mom and I was shopping at gap because of the quality but over the years I prefer more modern cuts for my sons clothes. He’s four years old and my favorite brand for him right now is NEXT which matches gaps quality... a UK brand. I also like H&M even though the clothes aren’t as well made they are more modern cuts.,2019-03-25T10:50:08Z,0
Aleksandra,Love this series!,2019-03-25T10:39:30Z,0
Shah Miraz,Can you guys give my man Company Man credit?,2019-03-25T10:15:50Z,33
Sara rose,Reminds me of the channel called company man who covers this kind of stuff 🤔,2019-03-25T05:15:06Z,1
Mae Flowers,"Dear CNBC, your channel is amazing! If only NBC could take a page from your book.",2019-03-25T03:23:57Z,1
Sally Mix,I love gap so hope they do something,2019-03-25T02:49:44Z,0
Birgitte Stough,Old navy sucks!,2019-03-25T01:49:40Z,1
Sarah Jones,The main reason people stopped buying Gap is because it's so unethical,2019-03-24T23:18:33Z,0
BigBadSpikey,The Goth Kids doesn't want to wear clothes from Gap.,2019-03-24T22:17:47Z,0
Kirsten MacLellan,"I worked at a GAP store for 8 years... You didn't mention how they sacrificed quality to cut costs. So many time customers complained sweaters weren't 100% wool or cotton, when they cut quality they lost loyal customers who went looking for it somewhere else. Also they literally stock THE EXACT SAME merchandise every year... 8 years of opening shipment, 80 of the new stuff co would be the exact same as the same season the year before... I would literally wear the shirt/blouse I bought 3years before that they would freakin match...",2019-03-24T14:00:18Z,184
comment,"Exactly! It's so annoying when not a single sweater is really wool. Nowadays you can literally go online and search for 'wool sweater', or in any catalog online same thing. If no results, i move to the next one. Plug in 'cashmere sweater' and see which online store has the best price and style for one. Now when you can't find quality pure cotton items at a place like Gap, then you know the place isn't worth the space it occupies. More junk cheaper made - that's the whole motto of the US economy",2019-10-13T02:46:04Z,8
ULTRA KWON,"Gap and Banana Republic make oversized clothes my dad would’ve wore in the 90s. Quality is akin to Target, and stylistically, it’s old fashioned. Walk into their store, and it’s a dowdy color palette of navy blue, black, beige, and gray. I don’t know if they have tenured designers or what, but they’ve been out of the loop for at least the past two decades.",2019-03-24T11:58:19Z,1
Danish D'Abreau,H and M put them in their grave,2019-03-24T08:13:52Z,0
wasilaify,Gap was successful in the 90s because their quality was great in the 90s.  Now their quality doesn't withstand a couple washes.,2019-03-24T05:51:06Z,430
Jamil Gotcher,Their long sleeve t-shirts are still really nice quality.,2020-12-16T05:32:51Z,0
Michael Cap,@Karol Hdz Old Navy quality low as well. At least Old navy is cheap.,2020-07-26T14:28:47Z,10
Karol Hdz,True,2020-07-17T03:49:30Z,3
Vita Janas,"I love GAP, their style and the kind of lifestyle they are trying to represent. However,  I NEVER buy anything full price, because it would be ridiculous to pay that amount of money for their quality. I bought pieces that I absolutely loved, but had to throw away after a few washes because they did not last. Shame... Also, I definitely noticed that quality and prices are different in UK, US and CA. London had the best GAP stores and I miss living/shopping there. Fast fashion is dying, Gen Z kids are a lot more aware, responsible, so going back their roots would be the best solution. If instead of starting new brands or opening more stores they would invest in quality, I think GAP could survive!",2019-03-23T23:20:39Z,0
